,trial_id,goal_node,start_node,avg_speed,median_speed,dist_log_score,hops_log_score,actual_dist_px,optimal_dist_px,actual_hops,optimal_hops,duration_seconds,goal_reached_naturally
0,1,217,320,0.1521349712290131,0.10533707865168607,-2.530427661872706,-1.9694406464655074,8537.668937814367,679.8115514546337,86,12,599.8666666666667,True
1,2,217,419,0.11672644161054138,0.0,-3.0447270028424436,-2.630088659632498,13180.535568420863,627.5161698265213,111,8,726.6,True
2,3,217,124,0.15617950926751567,0.10533707865168607,-1.5823479837947017,-1.2039728043259361,1733.9039277314184,356.30345413142703,20,6,75.36666666666666,True
3,4,217,303,0.11929872306026153,0.0,-0.5515693559710105,-0.45198512374305727,726.1419701498496,418.29050990908064,11,7,599.8666666666667,True
4,5,217,421,0.09928777750011084,0.0,-2.2680700060872816,-1.6451559950361796,7614.220071907599,788.1613549205465,57,11,496.3333333333333,True
5,6,217,115,0.06899186863888425,0.0,-2.6259762843539662,-1.7404661748405046,7896.723015522697,571.4784986587496,57,10,740.6333333333333,True
6,7,217,319,0.0980753560951655,0.0,-1.369179599403892,-0.6931471805599453,1841.5842327498422,468.34344181543185,16,8,599.8666666666667,True
